id_jednostki,sektor,klasa,pkd,woj,waga,source,jedna_zmiana
37d80d6f250ac423832fa0242e4b9d108e859725,1,D,K.L,20,1,popyt,
8f8771f273e9377c3d82122a27446d9bfd72aafe,1,D,K.L,30,2,popyt,
d82cf061bf913da2abc6034736139a1703586550,1,D,K.L,06,1,popyt,
c676420b0079e1e02e63e05d53de68ca0550c6fb,1,D,K.L,14,1,popyt,
9618b9ef765c842c15306b7fb5fe5defbe521f32,1,D,K.L,14,1,popyt,
c29be443f3c647395acd920424d4bb9b266ae8ef,2,D,J,14,1,popyt,
6a91e74c762ad6e5a07e22ecdbdd5154245a5a47,2,D,K.L,14,1,popyt,
394610abecd3d833192751c2a395f1d4474e1c82,2,D,G,14,1,popyt,
06bdf7fed383a0e6d77cbab0483244a25e155710,1,D,Q,14,2,popyt,
b2b8eec66fe2313fca495e5a37d1c293902128a4,1,D,Q,14,1,popyt,
8d77a844d3d165cbef4b9eb7661fbba2656eef03,2,D,C,24,1,popyt,
f1879254fad583093a9bdaf5f22615f874ab5a4e,2,D,C,26,1,popyt,
68989b207ce4ea073684200acd9ddef0eb560149,2,D,J,14,2,popyt,
688dd5b60c960f440210a8605f1e41ab8fbb4aa3,2,D,R.S,02,1,popyt,
5a0c9d46a9933bef4ad493159e5a565685ea3c64,1,S,P,14,8,popyt,
f1491b4c7d294c2d5bf3ad4fa94ae32be06b61f7,2,S,D.E,14,1,popyt,
84d05f4216fb4939c48cf97a09d1cbab07e0f839,1,D,R.S,14,1,popyt,
77ba0a64f64185b119cbf5dbea44fff91da852f2,2,D,H,30,1,popyt,
caa8b0b8da49e6895f21708a432ba9606341ee7c,2,D,M,28,1,popyt,
fa25e89c80e7a7ea9be2d4482e7c8810db318b09,2,M,M,14,36,popyt,
ef2ff0fd6cb158d26cd3547561668dd2f4738a91,2,D,F,14,1,popyt,
6f8723af95ee0576a37dcb88ad2554d846317ce4,2,D,I,14,1,popyt,
f025fd5be5aa23742827db33d180ef606264922d,1,S,P,14,10,popyt,
cef8f6b40daefdce3851c3acf325a1a22cc791cc,2,D,M,14,1,popyt,
8b9bb7f9738e9f1cd5d526f8daecb93855c74588,1,D,R.S,14,1,popyt,
7aef87ef021e79369f4241be614a3aa5b09f5025,1,D,Q,14,1,popyt,
534528e4a0ddb44e284266e124dffca6756d62e7,1,D,K.L,14,1,popyt,
e84cd3b23b56633de7fafbc9718b8fd230eaefba,2,D,C,24,1,popyt,
5d8d895b9f06093d91b6ac7f32b979495b99d171,2,D,Q,14,1,popyt,
9002b675766bdb5819d0482f56b6463a8475e6a7,1,D,M,14,1,popyt,
2429f41431c4a8e1e290dfb75506a06f2fdeba49,2,D,J,14,1,popyt,
901fc67a5ccee7ce5931efb92f2281487b3ab23e,2,D,N,14,1,popyt,
913b96c5d3fa2523975de476668da63cff4bb287,1,D,O,14,1,popyt,
58ca94c01eff5653fa9b80b5c2ad264af377773b,2,D,M,14,1,popyt,
7661adba485a54b524fab7f98b5c53bed1c8c3be,1,D,Q,14,1,popyt,
3f32dbe6f52fbebe541b4c7b6a8dc222f4cd902f,1,D,R.S,14,1,popyt,
b2b5d73ab189c5f2655b8771c2ff18768ba9cce4,2,D,N,14,1,popyt,
e611da15e42275ecab9e1f341f5ac10985eb0840,2,D,C,14,1,popyt,
96cac9f04a4ab8ee105c2f049adc4ee4d47c6686,1,D,O,14,1,popyt,
55ea3fcb18e18b1f43116874aeb04213755d62cd,2,D,M,14,1,popyt,
5b60de830f87d9a133d7af833e1409f6520ef926,2,D,D.E,14,1,popyt,
a9c6a8849b703fa60c0cab38291c298d577ad7de,2,D,G,14,25,popyt,
39e0def942eda29edbf50dde709ea2c17656a43b,2,D,Q,14,1,popyt,
f199e2121c020de90a8d58578c6784c76761e11e,2,D,Q,14,1,popyt,
74d866123e3e8e41ff5b966129e9620767b8cae2,1,S,Q,14,14,popyt,
b4cd2d2ddb5701a6c5d30931a2f382a95005a722,1,D,H,14,1,popyt,
7e24e6c5fd3963646efd87e1a6d516609c68796d,1,D,H,22,1,popyt,
3733a29edf0c4d0caea01f436363e69fa881bae9,1,D,H,12,1,popyt,
dec9e1cd60b0f975d7b38555d1f42fd7e287bdfc,1,D,H,30,1,popyt,
cdb015339e2b0d5a7008bf935c20d189134599c6,1,D,H,14,1,popyt,
bc0bbaa7cb55b3000d920c1b165c646e62424b6b,2,D,J,06,1,popyt,
07e0c0484506b0c0d5cd2a20727b794bd159b493,2,D,D.E,14,1,popyt,
3d9c7631ebd90fa21b12c5092db94c3ed79e0d1e,2,D,C,14,1,popyt,
1dc638df6dc2c40cb535dc325aba186b7987f21b,2,D,F,14,2,popyt,
c35e4b717da70d374f43ac905fe65699364164e5,1,D,O,14,1,popyt,
fcc6fd970dc6dfddcfc2b0c88c411e8f0e2764ba,1,D,H,28,1,popyt,
0f004e52acafaa89885aa54d783d9fa69ccce39e,1,D,H,24,1,popyt,
a917f5cf08df907ffb703303b4fd0948c104261d,1,D,H,22,1,popyt,
08a33b1d046d7fb8f61b582d93d41547ca5715f7,1,D,H,24,1,popyt,
586e2c4f447f0c76546943635afad1981085805a,1,D,H,08,1,popyt,
701141997e71d9251a34c8448d43ca1eb72734c0,1,D,F,14,1,popyt,
8ed96d5b344301f006de54a579afd7679d6fca3b,1,D,H,28,1,popyt,
6b9a6bdab30d4ceab93608380a68762c0bd98be5,1,D,H,16,1,popyt,
8f394f7f370d00fb20d9d0a6c240db3ef8cca08d,2,S,G,14,40,popyt,
5aa96963ab92f959501fe02e1f699e0ced25d842,2,D,C,18,1,popyt,
384756ec1c50b14e2659e1bd3f503c67451f5c33,2,D,M,14,1,popyt,
8e1d2fb7645013ff7859d1fc1c1436e3af75aa85,2,D,C,14,1,popyt,
aa1a134c89cbb760f8da7caddb4424fa9e3ae428,2,D,C,14,1,popyt,
abfc3261e73ae425b7395da93116f83ebc7c388a,2,D,G,02,1,popyt,
257cdc2270e1b05ffd0e9bc1a50cf8fe6b4c4909,2,M,J,14,9,popyt,
82391e8aa3cce0163990f431b6a889d137593883,2,D,C,14,1,popyt,
c2141640d8ead42fc69ad8d9b23ae51a189bcb34,1,D,O,14,1,popyt,
6544b81c804666a678287a87ca096d49d891a86f,2,D,G,14,1,popyt,
a1a8719a9db797d43f770c1f2e8345f83179511d,1,D,O,14,1,popyt,
049f8c559b7982ec84383cac4944ddd86f0018b7,2,M,J,14,20,popyt,
2d48a41b2de5152e377a4f407f90c18e63b372f7,2,S,C,14,34,popyt,
7216033bdff7bfe721a31d7984b685276d683e79,2,M,Q,14,20,popyt,
5c04e04e108ce3042c101610186768f368dd6095,2,M,D.E,14,2,popyt,
c3aba6a50e499d0e3f7485d65fdea1057248d83a,2,D,G,14,1,popyt,
4ccf755078cc4e9a3d5d3b1c12583427d11c2e32,1,D,O,14,9,popyt,
ea1a47697b26feaeb3c2c6e5e79c987f579eb437,1,D,O,14,1,popyt,
5e68b0f8ee7dba173a5884d82b96de0480ee1681,1,D,O,22,4,popyt,
d9c41edb78620bbece3988e9e24778117edfcdb3,1,D,O,14,1,popyt,
e115f345560a872e9acbea538f32965cce263e41,1,D,O,20,1,popyt,
3096d247a7685081cb59ec921064d03e036ac89a,1,D,O,04,1,popyt,
468e4a80d4734cfedbf067ebb943e1cdc0f8f036,1,D,O,24,1,popyt,
18467da82cb4a80fc5579bdc6be1202122c0a082,1,D,O,26,1,popyt,
2d5d92503b58cfa55377a24d4cd398b5d01eee7f,1,D,O,12,1,popyt,
55e1639b336969ca53f6c40f2918da067f0a6bd8,1,D,O,02,1,popyt,
d28ebdb24bbb93008f1089c25a6eed20fdf792d8,1,D,O,08,1,popyt,
ef9c547ab14a6ff6085c0e08d3cc4bb814bd883d,1,D,O,14,1,popyt,
209275bfe7792e0bae6757b8968f13a86eae1a7e,1,D,O,30,1,popyt,
6687d8cf7c5240f0dad412c4c9a75d5d1a120c63,1,D,O,16,1,popyt,
e756fe296a82c114ad03ff54cdabd6079c4a6a97,1,D,O,10,1,popyt,
dcead3cbb68bde4cf1a7774fc00621ff1f747b68,1,D,O,28,1,popyt,
0ffaf873c4ee93227fba09aa3eb088fc91fb18af,1,D,O,14,1,popyt,
29923666a0fa844f06453111b0bfca498d0971de,2,D,G,14,1,popyt,
2b14bc38380dc0028661279bfbea88783778016b,2,D,C,02,1,popyt,
83d204750d059cb23cb1dfe22a254186987b67ea,2,D,C,02,16,popyt,
689b5969d6f4cf60b839ff3e815befc9e61112a2,2,D,G,02,1,popyt,
5479211cea1571a0254bb07b9ebdad0006ab87ea,2,S,F,02,17,popyt,
cdc4b4c4dea7050a896f345112b17bb8133bbf96,2,D,C,02,1,popyt,
61b32d7696b4d342a3d8501033b2df59cf951cfa,2,D,C,02,1,popyt,
3541a657c7b372de7a0db7a5ed8a5bd4abf56ea3,2,D,C,02,1,popyt,
2e8365cb11685f52f1b8cf5c9c467e70ba085d99,2,M,H,02,38,popyt,
635a63589f7ae55c4c26d93e9d68f1755b907128,2,M,C,14,66,popyt,
97f4cf5b0bf7401231ad583e88a3972385184dba,2,D,C,02,1,popyt,
2809e1027570de361a7a2a243fd1a5ba11026461,2,D,C,02,1,popyt,
00e788848f19983a552de02e85c9db08c8278a7d,2,M,D.E,02,2,popyt,
5efbd5756ab0d8e77acc3c124cfc0a4ae4789d3d,2,D,C,02,1,popyt,
0e9566639dc4aace6de091b44110084513521495,2,D,G,02,1,popyt,
370c735bb141eca80b07e5236f60a7c2c45fbf0b,2,D,C,02,1,popyt,
265fd4d83e19aaac551b4ad43becf3870fb94254,1,D,D.E,02,1,popyt,
40262f12ed3600f355117ed93d6a45aad5fc104c,2,M,K.L,02,18,popyt,
7950a699dfc375a02360a0fde2a10314da3c1b20,2,D,C,02,1,popyt,
33debeeebe2d2d560077e4a0abbe63765d55b9e7,2,D,H,02,1,popyt,
0cadce4472f630d01df9b2990405429ca51657c0,2,D,K.L,02,1,popyt,
971826a83e9faba0c98f68f125737daa996d8581,2,M,K.L,02,13,popyt,
bec313ca063ecdeefe64e3127dfd11f3e52b205e,2,S,R.S,02,1,popyt,
606b56a256a9f11cc193cb58e5d02f251fdf4726,1,S,R.S,02,1,popyt,
a89ccdf04166bdf0a9432c7fb3b73bc5fd535e6d,2,D,N,02,15,popyt,
5cf2d1f0b0294b6e2e806f2e45e12ef890527d35,2,D,C,02,1,popyt,
215ea5d032cc7585e6b44b8c64f0d49b018dc507,1,D,Q,02,1,popyt,
afd6d9f43e04b02a4f3dd41822d093bfa03314fc,1,S,Q,02,12,popyt,
54c606067a9e684ac4588b083ae840176e26a0ce,2,D,H,02,1,popyt,
5f0afb3f703ec65515b18735617e71012428afca,2,D,C,02,1,popyt,
f8e4005764d2d4a01cab40ed90ebb4d5a5118821,2,D,C,02,1,popyt,
2dba99bd6cd7ced1ef410aa114c09648b9dedd59,2,D,N,02,1,popyt,
9b26f4ed6554274dd741a7b6a2e785328da35e6b,2,D,J,02,1,popyt,
f7205b942622604b6b547298bf2bbf7988a4a569,1,D,O,02,1,popyt,
719c33f36d2c11217fa6c6107c92f0c6107ba01c,2,S,C,02,16,popyt,
1c3fffefb6d4d1afe1fb11a2476dba0d9086f051,2,S,C,02,16,popyt,
39c81d954765a2d1d7cf12fbfbcff664a472197b,1,D,Q,02,1,popyt,
665ffd11dcb0d6dbc117d682345a3f340899ddf9,2,D,J,02,1,popyt,
56ce4eb19cbdfdd02ea1c6f3a97c789db84a476d,2,S,F,02,15,popyt,
c28fd38b0979ddc7e164ec0bcf5f56b57b06674d,2,D,J,02,1,popyt,
5f35aa8cfe2e1e38c0f56f91e43ada1f4aa1081d,2,D,C,24,1,popyt,
6a561e9d95543089f5269bf046e2215dc4eb4488,1,D,O,02,1,popyt,
7bcf729b9129ea675c2c82bfc680951d04f7e935,2,S,G,02,24,popyt,
e7cacb720f9b3ebcd498973ce1351b8b09cd163a,1,D,M,02,1,popyt,
5b0a4bd9b00642c283a549ac5f657ef6c734ff7a,2,S,C,02,16,popyt,
80c61f877758a8dfb2b4d7f9592c62e58d348f8a,1,D,R.S,02,1,popyt,
e7703058bda9bcac31b8ec3415134f82ed05339c,2,D,C,02,1,popyt,
f17eb68e443d4710b8e238aa3bcb279c719c2159,2,M,H,02,92,popyt,
d4578597f90f707d144fab1ad7c476cdb9c8ab05,2,D,C,02,1,popyt,
a79871041ec9e46704d95d81808103a91e69b810,2,D,F,02,1,popyt,
727750ce80390ef727b25f0014fdb13017a786b5,1,D,P,02,1,popyt,
72e3027b1e8ca0d736e6e3c0c5a753926ca9093b,2,D,I,02,1,popyt,
1f0aeb2dcec78a11dbc937b06d93276713bbc7b7,1,D,Q,02,1,popyt,
f2f094d12d7aa96fce4862274406cc821dd5f080,2,M,C,02,124,popyt,
7f78dfca3ef5286f07095c85ad9f3a6685281cd3,1,S,D.E,02,8,popyt,
541229266e9298051b27d54b77546b55fbe5c479,2,D,C,02,1,popyt,
8536d4416ee1dbdde00821a961625eba388e8c65,2,M,M,02,84,popyt,
705e4bf67ac01f3a03950d523736a2a3dbe50685,1,D,Q,02,1,popyt,
aa1318148cf12dac23faf1b85eb3c34cdb819b62,2,M,D.E,02,1,popyt,
429a9f889cc488a855c29c248f913745ea1d3d1e,1,D,P,02,1,popyt,
7370d927953b214b103cfa39b76e78ad6c63db56,1,S,P,02,7,popyt,
30e03e33199f6b09098572f87ac4f73f2e90f61f,2,D,J,02,1,popyt,
346f462f7c41b76ea0abe228d1649552527217b2,2,M,F,02,66,popyt,
9ed785223daf4717d1516fb7e2507779ff20402d,2,M,F,02,179,popyt,
575990cdb2af38ede93628556e03605b1cf253bf,2,D,M,02,1,popyt,
ff1fa70cbb18d910ae3a6520293748673d143291,2,M,P,02,13,popyt,
2fff9989e9e66097bf01c82bb3c8b2a50ec1417c,1,D,H,02,1,popyt,
d7a375d1af18a4120d2855d4254eae9cd2a8b31b,2,D,G,02,1,popyt,
c21c9d34c4cd6a59a8d4434e6fe27e21140c9b52,2,D,C,02,1,popyt,
ed2f33e8fb2d80b63d2ab5bdb31c0d2214550cd3,1,S,D.E,02,8,popyt,
927fffbe554bc923beb5f9d124341c2db1d6bea9,2,D,F,02,1,popyt,
301a11278836d73ed5b7ef96320652b30f01b1a1,2,D,I,02,1,popyt,
076b8239b14494f64e2806e509e90ce72943dca9,2,M,I,02,28,popyt,
73d1e1beb43cde3a324d67278c52275c9e3ee9bd,2,M,F,02,66,popyt,
03eb4896c83828d34b45d3c572e12420ef6364bf,2,D,G,02,1,popyt,
d059a3cd1426214471b2cc0bd62d47d24a326a93,2,D,J,02,1,popyt,
bfc31773bca4e861df017d4470dd84c5ba68c909,2,D,J,02,1,popyt,
d47e9004d533f75765057f66ef35af55dc11b5fb,2,D,G,02,1,popyt,
952dd683b0237fc10016423f219c85f43b122ab1,1,D,P,02,1,popyt,
5c2e406571647383b1504eb9b5716976c9bcf2fd,1,S,P,02,6,popyt,
b2b9a12d5008419590c8894316cdd4f61125c4e8,2,D,M,02,1,popyt,
e1b69f1362b95cda18458d9485f6e6ee2a94597c,1,S,P,02,7,popyt,
9778dc32887ea652eba6007a12c930e1cdaa3f07,1,S,P,02,6,popyt,
5a5e117a1137d4d22769b9799e7f8bcdb3867b1f,2,D,C,02,1,popyt,
32f12b08cfa05d8081506011c0bf2441bcb49651,2,M,M,02,84,popyt,
4a936a08fe3ce53f1459f2682dfcafcc2ea452d9,2,S,K.L,02,18,popyt,
66803d290660d888c51b82e26d71ec88dff5fa2e,2,S,J,02,10,popyt,
6c4e13979edf36905e9d6a2407424291a6e37472,2,D,C,30,1,popyt,
b99300590a20bf4078ce2ddf6588d7bbcbc343ce,2,D,C,02,1,popyt,
a86ae28a82bfc8c8acf92f2587a4ea27a833c908,2,M,F,02,178,popyt,
b14f118213affbe65fcb647800f2f58c49dd7bef,2,D,F,02,15,popyt,
7563ea39fbefa1163440630dd736ee4935864611,2,S,I,02,1,popyt,
e75d5a3249f2ee6e49345a2d37350c2e58314967,2,D,C,02,1,popyt,
34cc298563f81080d72f72cd994e31d47b8095d7,1,M,Q,02,11,popyt,
b4b066d588ee4c49ddff82a4d3d53e1b4544768b,1,S,R.S,02,1,popyt,
b8b4e296a1ff63105e8359b00c20b9c8bd1a391b,2,D,I,02,1,popyt,
a99e2744041cbca8f1a7fcb07774c7b69ce559e9,2,D,J,02,1,popyt,
36c881487b1b5858401ccc51e0cfa0a28ef1232b,2,D,C,02,1,popyt,
e7c372989bf5dc30b6438c0f8d936a43ab4591e4,2,S,P,02,6,popyt,
1b955e0c00381040ff85a8d52f8c23fbd3b995d2,1,D,D.E,02,1,popyt,
6055fea34f4d333bd787238ca5b8c48213a95735,2,D,F,02,2,popyt,
b8136eeb2bbcfdbf0711cb596ce566cbbe3e9cc8,1,S,D.E,02,1,popyt,
bdc62d99b9a6509bfde4c739c25f433624193825,1,D,K.L,02,1,popyt,
ca86a2968b0342c873d4516035612d6d86b55551,2,D,C,02,1,popyt,
efb378e4f7b417ba90b15c85172dedf2cb06d73a,2,S,C,02,16,popyt,
a5a89a5968e6211c5ceb22a7414dd85f1334406e,2,S,G,02,25,popyt,
407de1fae0607d583904eb1faf2fa51ca5f10eb8,1,D,D.E,02,1,popyt,
6a757236e3cc6f4277f2c4fda52d1d47f11fc3c5,2,S,Q,02,11,popyt,
28ea1bd4fbe449cd940afee6c6aaba8476611573,2,D,C,02,1,popyt,
7dc47ffe76d6f26c7b958814001aad74ac490417,2,M,K.L,02,9,popyt,
2b068eb7e2666d72a61bb387d3a0a6dbd60ff7be,2,S,H,02,1,popyt,
7aab9de4779613022ee2be9965633e2e1cb00cc4,2,D,G,02,1,popyt,
774776224d58460f8d6c65717ed9ab6db689555f,1,S,R.S,02,1,popyt,
50c98a3aef244d69e924f141830632564ab251e0,2,S,G,16,1,popyt,
f72199d3da31861841ec9b8ff2483a06b6ad1059,2,S,J,02,10,popyt,
2b6e1be3c641089029e77dc0aa0373ca619a97c4,2,D,C,30,1,popyt,
72b65e11cdd092b80bbd9eb29bb183bb4395e731,1,D,Q,02,1,popyt,
4affe35714b41752c5fe4dbdfc46696a3d419db2,2,D,C,02,1,popyt,
330d21743a66f2adbde016ee94c5d1b32175ed39,2,M,C,02,125,popyt,
06044ba486150122b1476df22f7fc59fa759f105,2,D,N,02,1,popyt,
453ac96b5ba4b8e6d85240d993c4962c0c21fe0d,2,D,G,02,2,popyt,
cdb4cf004b4bf49d9abbb524595c49e7b71b0528,2,M,Q,02,18,popyt,
f1fb3d9ec6280d43a18f1416fff7c2f38c959e7e,2,D,H,02,1,popyt,
b128a9c7c83fe9a0e6ee10b3d858c417b0fbc76a,2,S,J,02,9,popyt,
1ee6b5e893fa7e9921fe027aacb1036c03232ec5,2,M,M,02,30,popyt,
dc1cb4f991f07ec53fb954df77dbd33b8d8c94ed,2,M,M,02,30,popyt,
d360f8be1cd6ec1bdaabe29a85ca160e2167d934,2,M,J,02,6,popyt,
2674680b77bfb8bd72f21ed415805d307c61815a,2,D,H,06,1,popyt,
26c0672ac801284a2c22c8e6d52c46209c5ea8b2,2,M,I,06,153,popyt,
dfb6614aef2aa39eafcac4d94f495d6f96d6712c,1,S,K.L,06,4,popyt,
b86749b83ae23d6f9b202dfdfa6e8ac69c5babe6,2,D,C,14,1,popyt,
9c3ea255b92e99674f6221949b5e2fcb3e9ecd87,2,D,G,06,2,popyt,
22851fae73856ad72411da9e728aab175ec22f5a,2,S,H,06,1,popyt,
c416ba61b17e5f1110c85168f9418d51986ccf64,2,S,K.L,06,5,popyt,
b42eb6971d9405b9d1c6f6ba179eda8bf71f492e,1,D,O,06,1,popyt,
e8aa11738920f2d8e1722e45c39a32b74fd992aa,1,S,O,14,9,popyt,
e3fab8abb8b5590fdfd92c2be7772697f4a4e676,1,M,O,14,1,popyt,
c1ff025a442131e2ff1b575faf6971f18632e392,2,M,N,14,39,popyt,
d37c1bf497ac0f5c321475ca8c38c8c6c1e423ed,1,D,O,06,1,popyt,
1a7a2b0fb0f84e170007d1ba753ce09684722c1c,2,D,C,20,1,popyt,
aa407332623f072601549265e44f4fbcb88c0b4b,2,D,C,20,1,popyt,
109e425e13a174ce3be97857752fd81fb2db9de4,2,D,G,20,1,popyt,
48fc098b22447b14d5f3a71c9ba7827034962b97,1,D,O,20,1,popyt,
05e11a76551500075b43b4bbe04518c8f4497b98,1,D,D.E,20,1,popyt,
096b19c008b5d45b7eacd134ff2adfa3b7d87670,1,D,D.E,20,1,popyt,
f5a3a8b9b1d53b14415c5f873197e9d6233e79b3,2,D,C,20,1,popyt,
12e3354b3e7e9ed429693a39775121adf308c8ce,2,S,C,20,21,popyt,
c725a4453d5b42baf624f1d219486b673e7dfe9d,2,D,J,20,2,popyt,
25d74c0013a4f2f8aaa784b96b60bd9e95a58117,2,D,C,20,1,popyt,
3c1c834797c952c08716fdfe589219fd9c70c465,1,D,O,20,1,popyt,
8bf1887c23d58999dd5aa2a9a87dcbed914c70e9,1,S,Q,20,11,popyt,
f1243b8adc3fc8917ab6afdbafe983d8acf0313c,1,D,D.E,20,1,popyt,
054a284a6409b36788abb75db0840f8c7068f968,2,D,F,20,1,popyt,
331bca756373a42253757d67ed6980f7bf2e186a,2,D,F,20,1,popyt,
aff9e9d42487c1bd2788ee281420b32d8f54aecb,1,S,P,20,6,popyt,
9ad22afa0903975be459175d5c27dbde057600fd,2,D,C,20,1,popyt,
529d936a4c139e7f7db08e62b87ab401e2c503c6,2,D,F,20,1,popyt,
31aec0de07566958350fc1102027065088dd0840,1,D,P,20,1,popyt,
8b0f4eb6f1deeedfe0dd7381c1074ad47b4ec825,2,D,C,20,1,popyt,
653ed4f1dec063fafa01a63ee311ce4ddf127acd,2,M,H,20,26,popyt,
7180716229dfeef86e20c25d185a1a6c9f0f4928,2,S,G,20,1,popyt,
29a9ed7784e12a03c811ba4fe89ac564cd8c7fc5,2,D,C,20,1,popyt,
e60cf738a7c4b80fef75c6c1eb53979eb076b7e4,2,D,C,20,1,popyt,
e263a0f96e7dab21d11d7b9f22a8df21a59a9f9e,2,D,C,20,1,popyt,
4b6e7b8ad94ef53f87da1618e4668ffb25cf7eeb,2,D,F,20,1,popyt,
a79a37a1dc213105a34e86596c0c47e4b25c8410,2,D,F,20,1,popyt,
9924d5c2f9401631606e8901d3bdcbadca6e9099,2,D,C,20,1,popyt,
68bac9739793df8c50288bc72da5a3efcd82e39f,1,D,Q,20,1,popyt,
237823eb2fd90937242731b80c4d7700d6ba067a,1,D,Q,20,1,popyt,
f912f9d771ae9d01aca418830aa6ed99f85571b7,2,D,C,20,1,popyt,
1f6768501fd3226a7414501897cc00dd27adfc77,1,D,Q,20,1,popyt,
6c4020adf48cb7795342a8f572a69e499048a8da,2,S,H,20,1,popyt,
53eddd6cf0e92722bdebeaaed91d01cf9758067a,1,D,Q,20,1,popyt,
6686dba2a13bb62262ae2537d77e8470a0325b29,1,D,Q,20,1,popyt,
a8b0abf1f3853f86cff4b63a951e474161a428ea,1,D,Q,20,1,popyt,
f33bf7911297cc1da9f466f3198446f27acb648a,1,D,O,20,1,popyt,
e030f51318bd6ad29d07233e8d129102516b2187,1,S,O,20,5,popyt,
4bb36c8ae582eb2a498ff55b2525ca6aa6ca38ab,1,D,O,20,1,popyt,
f2a836ef428a8b65d342dc6b29c77caf395804e1,1,M,O,20,1,popyt,
b3517d5a881faa8e74018a6da8e7b352108ffb1f,1,D,O,20,1,popyt,
d248763507152425f6a1207ad02514063f3cc9d0,1,D,O,20,1,popyt,
9b56d35020826c7ad7538e046c366e2bb2cc6d4f,1,M,O,20,1,popyt,
281249564ead6111b740bea3fde80aac6d3b5175,1,S,M,20,1,popyt,
5dd0153f8c5a66e6bb263446b035da62d21bef5e,1,S,O,20,5,popyt,
f24619fe4f1dc1d6c7effeb77beadad048e7024b,1,D,Q,20,1,popyt,
2fc974d4a28cf0d5f6d83a30998ada9c47ac40c3,2,D,N,14,2,popyt,
1cd3299f7531bf0f6bede63a1b26db0a7fb8c086,2,D,F,20,2,popyt,
7f3f8d1f31459242eb90b1e7da7c8a7ecac6d77b,2,D,G,20,1,popyt,
1c29c394f42834145a30d65bf253fac7567335c6,2,D,F,20,2,popyt,
850b8ebca3d904f7583e1de5f2b89932f089781d,2,D,G,20,1,popyt,
e7ae2da7da85685f2b645aa9d1d90524323bbacd,1,D,P,20,1,popyt,
45e056e226276e422c13a805f757b8d1cf7bc371,1,D,P,20,1,popyt,
5cd7cb29b0282493167520c48f680f496358e737,2,D,C,20,1,popyt,
58063d86d8ed6ec0b72fd56295070acc5df2eda2,2,S,R.S,20,2,popyt,
9126b3153602aaec4e4ed66b4dff70cb0b4a013f,1,D,P,06,1,popyt,
61af3b8346898888f51c0df4a8d15f2c356a4fa6,2,S,M,06,7,popyt,
3cee46645a71419b4444e3605a5c01162f60d0ec,2,S,R.S,06,1,popyt,
cca653bd5dd68679945c0bc05ff1a2efabe00090,2,D,H,14,1,popyt,
87d8dc34a74b9a6302ae795977e54d2e75b734f1,2,S,H,06,1,popyt,
252e2fdcb73209d03a9076ed8c796833c615ab02,2,S,J,06,1,popyt,
8c86a79bfc9e544b9e58ec85bf2e498020ff6c57,2,D,C,06,1,popyt,
1abdba9b6bce4582066199e2eb97015ce1ba542e,2,D,C,06,1,popyt,
6b3a6d0b612dddb98f65fc75da0030269bc1de24,1,D,O,06,1,popyt,
179f93a3c8a3bcdd405cd7294303bc4be18650bd,2,S,J,06,2,popyt,
4fbc79954c01335aae53f997c24f93c9d18afc9b,2,M,N,06,13,popyt,
5756333cc63d39aa8cfb8cffc20d616becf5fef3,1,D,O,06,1,popyt,
2fc0c754556aca12d9b798c6b68e046b82904948,2,S,H,06,2,popyt,
965f86c3910f5b387cc6f583e4a224baa18e5878,2,S,H,06,1,popyt,
3b8c29c3745d09095484bb7c519ad7cd797a4509,2,M,P,06,11,popyt,
84d1e584917b740cc5e22ac8cf107247842a0b1c,2,S,G,14,537,popyt,
330f4de6802d4a33f86574029364caf1efd69375,2,S,C,06,12,popyt,
8a4fdd625fb31557eb529b83b52e4379fcdcc6f2,2,D,D.E,14,1,popyt,
bead99369fcf7153c86b6c946461b09ea973803a,1,S,K.L,06,1,popyt,
87ded1393cfdf56747e7e82e11dac834733a7c77,1,D,M,06,1,popyt,
af509a063ba3c429077bf85bc0d5bd29687bb70c,2,D,G,06,1,popyt,
31be4fcb22acf18064beea71cd630068b8fe0a65,1,D,K.L,06,1,popyt,
c7b3aa522c35fbae260fda7c2cd1f8656a3cc704,2,D,F,06,2,popyt,
56a9a161fcaafe576e9e27c85fe42dea6a3865aa,2,S,J,06,2,popyt,
87b770808e45bef616063fe4c36b2990aee02c9b,1,S,R.S,06,1,popyt,
f230239e52d28a7a61dfff101cd5918a18fc675c,1,D,O,06,1,popyt,
ac9bd78a31404a21c4698654c84a8ab7fa94da93,2,M,M,28,72,popyt,
6a27fd098a133f2362b6c92dadcc916bd5580f0d,1,D,R.S,06,1,popyt,
96098286ab876a64f7a64b4914784ed09a49d1f2,2,M,D.E,06,2,popyt,
326bfcb93d7f9a8c308a9d24cf0d35ba2607d8d6,2,S,G,06,14,popyt,
28fb489e47d1532c695bf5b679bd5cfc4fa7a7a6,2,D,F,06,2,popyt,
b70bec04f2d8c1fff6a6c6e4eb6439e1984a4483,2,S,H,06,2,popyt,
372e8187afc383ed94e0d492b456d94f20481639,2,D,M,30,1,popyt,
5957790656a787aa4d841ec2e4cc126099abdf7b,2,S,J,06,2,popyt,
d10f0833cb1170dca8f5e09c6b6df36249828a56,2,S,M,06,1,popyt,
66d6f9208d3592a7d55064fe631f7a4f2af315bc,2,D,J,06,1,popyt,
e062ad6a94c75dc2af235f14d9141752775c16ec,2,D,G,06,2,popyt,
